Timestamp,From Bank,Account,To Bank,Account.1,Amount Received,Receiving Currency,Amount Paid,Payment Currency,Payment Format,Is Laundering
2022/09/01 00:22,3242,8054BCA90,32375,80D432E90,17852.51,US Dollar,17852.51,US Dollar,Cheque,0
2022/09/01 00:14,3242,8054BCA90,32375,80D432E90,8264.63,US Dollar,8264.63,US Dollar,Credit Card,0
2022/09/01 00:27,9371,80538FA80,9371,80538FA80,21.93,US Dollar,21.93,US Dollar,Reinvestment,0
2022/09/01 00:12,9371,80538FA80,908,80D8F55E0,950117.22,US Dollar,950117.22,US Dollar,Cheque,0
2022/09/01 00:29,9371,80538FA80,908,80D8F55E0,23887.98,US Dollar,23887.98,US Dollar,Credit Card,0
2022/09/01 00:27,9371,80538FA80,908,80D8F55E0,288417.46,US Dollar,288417.46,US Dollar,ACH,0
2022/09/01 00:26,9371,80538FA80,908,80D8F55E0,106538.03,US Dollar,106538.03,US Dollar,Wire,0
2022/09/01 00:21,27444,80592FA10,27444,80592FA10,3605.69,US Dollar,3605.69,US Dollar,Reinvestment,0
2022/09/01 00:26,111425,804EE3750,111425,804EE3750,164464.09,US Dollar,164464.09,US Dollar,Reinvestment,0
2022/09/01 00:19,28694,8044C8790,28694,8044C8790,13665.94,US Dollar,13665.94,US Dollar,Reinvestment,0
2022/09/01 00:12,28694,8044C8790,28694,8044C8790,3.06,US Dollar,3.06,US Dollar,Reinvestment,0
2022/09/01 00:12,28694,8044C8790,28694,8044C8790,3.06,US Dollar,3.06,US Dollar,Reinvestment,0
2022/09/01 00:09,13432,8051ABA80,13432,8051ABA80,22.86,US Dollar,22.86,US Dollar,Reinvestment,0
2022/09/01 00:15,11904,803C757D0,11904,803C757D0,15.31,US Dollar,15.31,US Dollar,Reinvestment,0
2022/09/01 00:24,11904,803C757D0,28771,807D19100,4267.68,US Dollar,4267.68,US Dollar,Cheque,0
2022/09/01 00:09,11904,803C757D0,28771,807D19100,7177.05,US Dollar,7177.05,US Dollar,Credit Card,0
2022/09/01 00:26,21258,80479B990,21258,80479B990,140375.12,US Dollar,140375.12,US Dollar,Reinvestment,0
2022/09/01 00:02,17425,8057B4000,17425,8057B4000,10343288.49,US Dollar,10343288.49,US Dollar,Reinvestment,0
2022/09/01 00:07,17425,8057B4000,17425,8057B4000,23.81,US Dollar,23.81,US Dollar,Reinvestment,0
2022/09/01 00:07,17425,8057B4000,17425,8057B4000,23.81,US Dollar,23.81,US Dollar,Reinvestment,0
2022/09/01 00:22,17425,8057B4000,12585,808E05500,3641.5,US Dollar,3641.5,US Dollar,Cheque,0
2022/09/01 00:27,17425,8057B4000,12585,808E05500,3219.02,US Dollar,3219.02,US Dollar,Credit Card,0
2022/09/01 00:09,31216,803EC1A40,5836,803EC1C70,361.97,US Dollar,361.97,US Dollar,Wire,0
2022/09/01 00:06,5836,803EC1C70,5836,803EC1C70,3229.89,US Dollar,3229.89,US Dollar,Reinvestment,0
2022/09/01 00:06,5836,803EC1C70,5836,803EC1C70,3229.89,US Dollar,3229.89,US Dollar,Reinvestment,0
2022/09/01 00:15,314035,8053E9EF0,16224,8053E9CC0,1285.36,US Dollar,1285.36,US Dollar,ACH,0
2022/09/01 00:05,29685,8041B6080,29685,8041B6080,2652.13,US Dollar,2652.13,US Dollar,Reinvestment,0
2022/09/01 00:18,29685,8041B6080,29685,8041B6080,24.26,US Dollar,24.26,US Dollar,Reinvestment,0
2022/09/01 00:18,29685,8041B6080,29685,8041B6080,24.26,US Dollar,24.26,US Dollar,Reinvestment,0
2022/09/01 00:24,15730,803CB9E40,15730,803CB9E40,298717.51,US Dollar,298717.51,US Dollar,Reinvestment,0
2022/09/01 00:17,11904,8020CFD40,15730,803CB9E40,12600.42,US Dollar,12600.42,US Dollar,Cheque,0
2022/09/01 00:25,11904,8020CFD40,15730,803CB9E40,19991.26,US Dollar,19991.26,US Dollar,Credit Card,0
2022/09/01 00:13,11904,8020CFD40,15730,803CB9E40,6387.27,US Dollar,6387.27,US Dollar,Cash,0
2022/09/01 00:01,11904,8020CFD40,15730,803CB9E40,2749.68,US Dollar,2749.68,US Dollar,ACH,0
2022/09/01 00:29,11904,8020CFD40,15730,803CB9E40,1562.15,US Dollar,1562.15,US Dollar,Wire,0
2022/09/01 00:22,21174,804B37B80,21174,804B37B80,621359.56,US Dollar,621359.56,US Dollar,Reinvestment,0
2022/09/01 00:05,21174,804B37B80,13145,805C624F0,3376.43,US Dollar,3376.43,US Dollar,Cheque,0
2022/09/01 00:07,21174,804B37B80,13145,805C624F0,1003.79,US Dollar,1003.79,US Dollar,Credit Card,0
2022/09/01 00:23,310338,803CE40D0,310338,803CE40D0,7062.94,US Dollar,7062.94,US Dollar,Reinvestment,0
2022/09/01 00:21,15980,803E26B60,15980,803E26B60,38967.71,US Dollar,38967.71,US Dollar,Reinvestment,0
2022/09/01 00:26,23537,804BA3B40,23537,804BA3B40,1914.99,US Dollar,1914.99,US Dollar,Reinvestment,0
2022/09/01 00:04,28255,804F56C00,28255,804F56C00,94726.4,US Dollar,94726.4,US Dollar,Reinvestment,0
2022/09/01 00:08,18819,804854210,28255,804F56C00,6344.66,US Dollar,6344.66,US Dollar,Cheque,0
2022/09/01 00:12,18819,804854210,28255,804F56C00,1949.56,US Dollar,1949.56,US Dollar,Credit Card,0
2022/09/01 00:06,111443,804F085F0,111443,804F085F0,9414.36,US Dollar,9414.36,US Dollar,Reinvestment,0
2022/09/01 00:29,111443,804F085F0,3420,8128281C0,676.61,US Dollar,676.61,US Dollar,Cheque,0
2022/09/01 00:01,111443,804F085F0,3420,8128281C0,1553.47,US Dollar,1553.47,US Dollar,Credit Card,0
2022/09/01 00:08,24515,8051B3BA0,24515,8051B3BA0,20.54,US Dollar,20.54,US Dollar,Reinvestment,0
2022/09/01 00:05,12,803C6DA70,12,803C6DA70,38188.31,US Dollar,38188.31,US Dollar,Reinvestment,0
2022/09/01 00:23,12381,8045CBD30,12381,8045CBD30,10.27,US Dollar,10.27,US Dollar,Reinvestment,0
2022/09/01 00:29,12381,8045CBD30,6803,8048F9EA0,20436.05,US Dollar,20436.05,US Dollar,Cheque,0
2022/09/01 00:22,12381,8045CBD30,6803,8048F9EA0,11642.08,US Dollar,11642.08,US Dollar,Credit Card,0
2022/09/01 00:12,12381,8045CBD30,6803,8048F9EA0,11657.54,US Dollar,11657.54,US Dollar,ACH,0
2022/09/01 00:05,12381,8045CBD30,6803,8048F9EA0,24123.3,US Dollar,24123.3,US Dollar,Wire,0
2022/09/01 00:13,1068,8051281A0,1068,8051281A0,7.03,US Dollar,7.03,US Dollar,Reinvestment,0
2022/09/01 00:26,16136,8055CC980,16136,8055CC980,154197.48,US Dollar,154197.48,US Dollar,Reinvestment,0
2022/09/01 00:06,16136,8055CC980,16136,8055CC980,4.27,US Dollar,4.27,US Dollar,Reinvestment,0
2022/09/01 00:06,16136,8055CC980,16136,8055CC980,4.27,US Dollar,4.27,US Dollar,Reinvestment,0
2022/09/01 00:15,11107,8045C5350,11107,8045C5350,11.96,US Dollar,11.96,US Dollar,Reinvestment,0
2022/09/01 00:14,16031,8051999D0,16031,8051999D0,909937.54,US Dollar,909937.54,US Dollar,Reinvestment,0
2022/09/01 00:22,1411,8042B9760,1411,8042B9760,476961.24,US Dollar,476961.24,US Dollar,Reinvestment,0
2022/09/01 00:03,36099,8055D69F0,36099,8055D69F0,6417.55,US Dollar,6417.55,US Dollar,Reinvestment,0
2022/09/01 00:23,4866,804264A40,1601,8003EFE00,45.66,US Dollar,45.66,US Dollar,Credit Card,0
2022/09/01 00:24,26024,8051CEE70,26024,8051CEE70,8721.21,US Dollar,8721.21,US Dollar,Reinvestment,0
2022/09/01 00:02,26024,8051CEE70,8623,805F36DD0,35583.94,US Dollar,35583.94,US Dollar,Cheque,0
2022/09/01 00:26,26024,8051CEE70,8623,805F36DD0,43639.8,US Dollar,43639.8,US Dollar,Cash,0
2022/09/01 00:14,26024,8051CEE70,8623,805F36DD0,70650.07,US Dollar,70650.07,US Dollar,Wire,0
2022/09/01 00:06,14549,8045C0B70,14549,8045C0B70,766.57,US Dollar,766.57,US Dollar,Reinvestment,0
2022/09/01 00:24,14549,8045C0B70,14549,8045C0B70,13.28,US Dollar,13.28,US Dollar,Reinvestment,0
2022/09/01 00:24,14549,8045C0B70,14549,8045C0B70,13.28,US Dollar,13.28,US Dollar,Reinvestment,0
2022/09/01 00:10,21611,8047EF2A0,21611,8047EF2A0,5.98,US Dollar,5.98,US Dollar,Reinvestment,0
2022/09/01 00:06,110603,805724C10,110603,805724C10,16.79,US Dollar,16.79,US Dollar,Reinvestment,0
2022/09/01 00:11,19535,804015560,19535,804015560,13.58,US Dollar,13.58,US Dollar,Reinvestment,0
2022/09/01 00:09,4523,804010010,4523,804010010,10311.62,US Dollar,10311.62,US Dollar,Reinvestment,0
2022/09/01 00:19,1601,8040A3950,1601,8040A3950,8065039.32,US Dollar,8065039.32,US Dollar,Reinvestment,0
2022/09/01 00:25,1601,8040A3950,121303,80A9B6F50,23886.38,US Dollar,23886.38,US Dollar,Cheque,0
2022/09/01 00:22,1601,8040A3950,121303,80A9B6F50,14152.07,US Dollar,14152.07,US Dollar,Credit Card,0
2022/09/01 00:21,1601,8040A3950,121303,80A9B6F50,356.61,US Dollar,356.61,US Dollar,Cash,0
2022/09/01 00:29,18549,8047EA2B0,18549,8047EA2B0,3.67,US Dollar,3.67,US Dollar,Reinvestment,0
2022/09/01 00:02,111491,804E57110,111491,804E57110,48780.21,US Dollar,48780.21,US Dollar,Reinvestment,0
2022/09/01 00:08,22345,803CA8DC0,22345,803CA8DC0,22.64,US Dollar,22.64,US Dollar,Reinvestment,0
2022/09/01 00:03,38993,8041D66E0,38993,8041D66E0,4595.94,US Dollar,4595.94,US Dollar,Reinvestment,0
2022/09/01 00:27,701,8041EA620,701,8041EA620,5294.92,US Dollar,5294.92,US Dollar,Reinvestment,0
2022/09/01 00:13,10232,8052362A0,10232,8052362A0,22.9,US Dollar,22.9,US Dollar,Reinvestment,0
2022/09/01 00:00,7042,8043F3EE0,7042,8043F3EE0,5906242.79,US Dollar,5906242.79,US Dollar,Reinvestment,0
2022/09/01 00:01,7042,8043F3EE0,7042,8043F3EE0,6.47,US Dollar,6.47,US Dollar,Reinvestment,0
2022/09/01 00:01,7042,8043F3EE0,7042,8043F3EE0,6.47,US Dollar,6.47,US Dollar,Reinvestment,0
2022/09/01 00:00,3229,804F55370,3229,804F55370,31305.14,US Dollar,31305.14,US Dollar,Reinvestment,0
2022/09/01 00:05,17732,804D25150,17732,804D25150,27567.68,US Dollar,27567.68,US Dollar,Reinvestment,0
2022/09/01 00:08,113779,8055D68B0,113779,8055D68B0,14557.31,US Dollar,14557.31,US Dollar,Reinvestment,0
2022/09/01 00:21,113779,8055D68B0,27444,8055D6950,260109.0,US Dollar,260109.0,US Dollar,Cheque,0
2022/09/01 00:02,28694,803C8EAD0,28694,803C8EAD0,421044.05,US Dollar,421044.05,US Dollar,Reinvestment,0
2022/09/01 00:12,28694,803C8EAD0,28694,803C8EAD0,24.31,US Dollar,24.31,US Dollar,Reinvestment,0
2022/09/01 00:12,28694,803C8EAD0,28694,803C8EAD0,24.31,US Dollar,24.31,US Dollar,Reinvestment,0
2022/09/01 00:24,8354,805362B40,8354,805362B40,4.87,US Dollar,4.87,US Dollar,Reinvestment,0
2022/09/01 00:15,2991,804E647D0,2991,804E647D0,11.95,US Dollar,11.95,US Dollar,Reinvestment,0
2022/09/01 00:08,3242,80565D4E0,3242,80565D4E0,6.08,US Dollar,6.08,US Dollar,Reinvestment,0
2022/09/01 00:00,312304,80482F620,312304,80482F620,71.21,US Dollar,71.21,US Dollar,Reinvestment,0
2022/09/01 00:26,33638,804C316F0,33638,804C316F0,18713.46,US Dollar,18713.46,US Dollar,Reinvestment,0
2022/09/01 00:27,36564,804286790,36564,804286790,2866.21,US Dollar,2866.21,US Dollar,Reinvestment,0
2022/09/01 00:15,8805,803D43060,8805,803D43060,1035.81,US Dollar,1035.81,US Dollar,Reinvestment,0
2022/09/01 00:05,11904,803E3A5E0,11904,803E3A5E0,88655.51,US Dollar,88655.51,US Dollar,Reinvestment,0
2022/09/01 00:11,1,80183BF20,11904,803E3A5E0,58748.38,US Dollar,58748.38,US Dollar,Cheque,0
2022/09/01 00:28,1,80183BF20,11904,803E3A5E0,22547.23,US Dollar,22547.23,US Dollar,Credit Card,0
2022/09/01 00:17,1,80183BF20,11904,803E3A5E0,13228.38,US Dollar,13228.38,US Dollar,Cash,0
2022/09/01 00:02,1,80183BF20,11904,803E3A5E0,25533.66,US Dollar,25533.66,US Dollar,ACH,0
2022/09/01 00:29,11904,803E3A5E0,11904,803E3A5E0,22.11,US Dollar,22.11,US Dollar,Reinvestment,0
2022/09/01 00:29,11904,803E3A5E0,11904,803E3A5E0,22.11,US Dollar,22.11,US Dollar,Reinvestment,0
2022/09/01 00:03,11405,80418BB00,11405,80418BB00,9.82,US Dollar,9.82,US Dollar,Reinvestment,0
2022/09/01 00:19,36657,8059F1360,36657,8059F1360,1832.82,US Dollar,1832.82,US Dollar,Reinvestment,0
2022/09/01 00:15,15980,80428A2A0,15980,80428A2A0,2967.97,US Dollar,2967.97,US Dollar,Reinvestment,0
2022/09/01 00:24,28255,8057237D0,28255,8057237D0,1264165.31,US Dollar,1264165.31,US Dollar,Reinvestment,0
2022/09/01 00:20,6803,804B1ECC0,6803,804B1ECC0,15.11,US Dollar,15.11,US Dollar,Reinvestment,0
2022/09/01 00:15,1457,8057DB090,1457,8057DB090,14.19,US Dollar,14.19,US Dollar,Reinvestment,0
2022/09/01 00:03,1411,80424CCD0,1411,80424CCD0,12466.79,US Dollar,12466.79,US Dollar,Reinvestment,0
2022/09/01 00:27,1411,80424CCD0,1411,80424CCD0,9.65,US Dollar,9.65,US Dollar,Reinvestment,0
2022/09/01 00:27,1411,80424CCD0,1411,80424CCD0,9.65,US Dollar,9.65,US Dollar,Reinvestment,0
2022/09/01 00:15,25981,80515A830,25981,80515A830,48869.35,US Dollar,48869.35,US Dollar,Reinvestment,0
2022/09/01 00:12,310286,803D574D0,1,803D572A0,6289.8,US Dollar,6289.8,US Dollar,ACH,0
2022/09/01 00:00,16788,803FF44F0,16788,803FF44F0,60516.98,US Dollar,60516.98,US Dollar,Reinvestment,0
2022/09/01 00:02,1068,8053F9460,1457,80CBDDC70,25.79,US Dollar,25.79,US Dollar,Credit Card,0
2022/09/01 00:20,312515,80CBDDCC0,1457,80CBDDC70,0.03,US Dollar,0.03,US Dollar,Cheque,0
2022/09/01 00:21,29089,80484B3F0,29089,80484B3F0,123203.62,US Dollar,123203.62,US Dollar,Reinvestment,0
2022/09/01 00:06,16109,8051D8690,16109,8051D8690,16.49,US Dollar,16.49,US Dollar,Reinvestment,0
2022/09/01 00:25,7478,803C84530,7478,803C84530,8583.53,US Dollar,8583.53,US Dollar,Reinvestment,0
2022/09/01 00:17,7478,803C84530,7478,803C84530,11.94,US Dollar,11.94,US Dollar,Reinvestment,0
2022/09/01 00:17,7478,803C84530,7478,803C84530,11.94,US Dollar,11.94,US Dollar,Reinvestment,0
2022/09/01 00:14,7042,805192FA0,7042,805192FA0,126644.68,US Dollar,126644.68,US Dollar,Reinvestment,0
2022/09/01 00:16,13145,805830CA0,13145,805830CA0,17.27,US Dollar,17.27,US Dollar,Reinvestment,0
2022/09/01 00:27,4726,805799490,4726,805799490,326751.27,US Dollar,326751.27,US Dollar,Reinvestment,0
2022/09/01 00:23,10344,804521FF0,18324,80CF20510,9.02,US Dollar,9.02,US Dollar,Credit Card,0
2022/09/01 00:06,18324,80CF20510,18324,80CF20510,74132.59,US Dollar,74132.59,US Dollar,Reinvestment,0
2022/09/01 00:06,18324,80CF20510,18324,80CF20510,74132.59,US Dollar,74132.59,US Dollar,Reinvestment,0
2022/09/01 00:27,36702,803D58B50,36702,803D58B50,511.57,US Dollar,511.57,US Dollar,Reinvestment,0
2022/09/01 00:09,18902,804E22090,18902,804E22090,293379.38,US Dollar,293379.38,US Dollar,Reinvestment,0
2022/09/01 00:01,36743,804E22770,18902,804E22090,3154.58,US Dollar,3154.58,US Dollar,Cheque,0
2022/09/01 00:28,513,805574F10,513,805574F10,442.18,US Dollar,442.18,US Dollar,Reinvestment,0
2022/09/01 00:15,12585,804DCE2D0,12585,804DCE2D0,175502.73,US Dollar,175502.73,US Dollar,Reinvestment,0
2022/09/01 00:14,2845,804DF5B40,2845,804DF5B40,1018.69,US Dollar,1018.69,US Dollar,Reinvestment,0
2022/09/01 00:03,701,804079D10,701,804079D10,303.12,US Dollar,303.12,US Dollar,Reinvestment,0
2022/09/01 00:19,701,804079D10,701,804079D10,4.54,US Dollar,4.54,US Dollar,Reinvestment,0
2022/09/01 00:19,701,804079D10,701,804079D10,4.54,US Dollar,4.54,US Dollar,Reinvestment,0
2022/09/01 00:13,11471,805766AA0,11471,805766AA0,484.04,US Dollar,484.04,US Dollar,Reinvestment,0
2022/09/01 00:09,3149,8057BAD00,3149,8057BAD00,16.96,US Dollar,16.96,US Dollar,Reinvestment,0
2022/09/01 00:20,11899,8048584E0,11899,8048584E0,16033.85,US Dollar,16033.85,US Dollar,Reinvestment,0
2022/09/01 00:12,908,80519C010,908,80519C010,467822.07,US Dollar,467822.07,US Dollar,Reinvestment,0
2022/09/01 00:18,908,80519C010,908,80519C010,5.76,US Dollar,5.76,US Dollar,Reinvestment,0
2022/09/01 00:18,908,80519C010,908,80519C010,5.76,US Dollar,5.76,US Dollar,Reinvestment,0
2022/09/01 00:09,15723,8041B2490,15723,8041B2490,187209.08,US Dollar,187209.08,US Dollar,Reinvestment,0
2022/09/01 00:18,2454,8051AA2B0,2454,8051AA2B0,9.3,US Dollar,9.3,US Dollar,Reinvestment,0
2022/09/01 00:24,210404,804ECC5A0,210404,804ECC5A0,1478.82,US Dollar,1478.82,US Dollar,Reinvestment,0
2022/09/01 00:23,513,8042EC500,513,8042EC500,3072840.43,US Dollar,3072840.43,US Dollar,Reinvestment,0
2022/09/01 00:12,3229,8051B3CE0,3229,8051B3CE0,238.52,US Dollar,238.52,US Dollar,Reinvestment,0
2022/09/01 00:20,1241,8051B44D0,1241,8051B44D0,1101.67,US Dollar,1101.67,US Dollar,Reinvestment,0
2022/09/01 00:18,1241,8051B44D0,1241,8051B44D0,12.37,US Dollar,12.37,US Dollar,Reinvestment,0
2022/09/01 00:18,1241,8051B44D0,1241,8051B44D0,12.37,US Dollar,12.37,US Dollar,Reinvestment,0
2022/09/01 00:13,1853,803C98220,1853,803C98220,122208.31,US Dollar,122208.31,US Dollar,Reinvestment,0
2022/09/01 00:06,1853,803C98220,1853,803C98220,15.71,US Dollar,15.71,US Dollar,Reinvestment,0
2022/09/01 00:06,1853,803C98220,1853,803C98220,15.71,US Dollar,15.71,US Dollar,Reinvestment,0
2022/09/01 00:09,6803,804EA9EC0,6803,804EA9EC0,18.43,US Dollar,18.43,US Dollar,Reinvestment,0
2022/09/01 00:07,2053,80400C9E0,2053,80400C9E0,96202.12,US Dollar,96202.12,US Dollar,Reinvestment,0
2022/09/01 00:10,19329,8057207A0,19329,8057207A0,21.93,US Dollar,21.93,US Dollar,Reinvestment,0
2022/09/01 00:24,11904,804E5F740,11904,804E5F740,42703.77,US Dollar,42703.77,US Dollar,Reinvestment,0
2022/09/01 00:28,11904,804E5F740,11904,804E5F740,7.94,US Dollar,7.94,US Dollar,Reinvestment,0
2022/09/01 00:28,11904,804E5F740,11904,804E5F740,7.94,US Dollar,7.94,US Dollar,Reinvestment,0
2022/09/01 00:11,12719,8056FCFB0,12719,8056FCFB0,10.67,US Dollar,10.67,US Dollar,Reinvestment,0
2022/09/01 00:19,215064,805725E50,215064,805725E50,16.94,US Dollar,16.94,US Dollar,Reinvestment,0
2022/09/01 00:26,36260,805091290,36260,805091290,9613.93,US Dollar,9613.93,US Dollar,Reinvestment,0
2022/09/01 00:05,9371,8042890F0,9371,8042890F0,2557238.59,US Dollar,2557238.59,US Dollar,Reinvestment,0
2022/09/01 00:26,2843,805692830,2843,805692830,6594.65,US Dollar,6594.65,US Dollar,Reinvestment,0
2022/09/01 00:26,19729,804501850,19729,804501850,20.99,US Dollar,20.99,US Dollar,Reinvestment,0
2022/09/01 00:22,18015,8043201C0,18015,8043201C0,588936.36,US Dollar,588936.36,US Dollar,Reinvestment,0
2022/09/01 00:07,313483,801BB8A20,313483,801BB8A20,336.77,US Dollar,336.77,US Dollar,Reinvestment,0
2022/09/01 00:23,16031,803E12C80,16031,803E12C80,20.89,US Dollar,20.89,US Dollar,Reinvestment,0
2022/09/01 00:14,10614,8042B9010,15447,80D39FC90,33.59,US Dollar,33.59,US Dollar,Credit Card,0
2022/09/01 00:02,15447,80D39FC90,15447,80D39FC90,6741515.58,US Dollar,6741515.58,US Dollar,Reinvestment,0
2022/09/01 00:02,15447,80D39FC90,15447,80D39FC90,6741515.58,US Dollar,6741515.58,US Dollar,Reinvestment,0
2022/09/01 00:22,15447,80D39FC90,15447,80D39FC90,5.99,US Dollar,5.99,US Dollar,Reinvestment,0
2022/09/01 00:22,15447,80D39FC90,15447,80D39FC90,5.99,US Dollar,5.99,US Dollar,Reinvestment,0
2022/09/01 00:16,3628,803D6D2D0,3628,803D6D2D0,1404.28,US Dollar,1404.28,US Dollar,Reinvestment,0
2022/09/01 00:06,23833,80556F590,14077,80556F540,79078.0,US Dollar,79078.0,US Dollar,Cheque,0
2022/09/01 00:05,14077,80556F540,1588,808D22320,3.98,US Dollar,3.98,US Dollar,Credit Card,0
2022/09/01 00:03,14077,80556F540,28255,80FDFE5F0,9134.58,US Dollar,9134.58,US Dollar,Cheque,0
2022/09/01 00:21,14077,80556F540,28255,80FDFE5F0,15310.5,US Dollar,15310.5,US Dollar,Credit Card,0
2022/09/01 00:11,21611,804EB6AA0,21611,804EB6AA0,229.2,US Dollar,229.2,US Dollar,Reinvestment,0
2022/09/01 00:06,2952,8052C4FB0,2952,8052C4FB0,21.05,US Dollar,21.05,US Dollar,Reinvestment,0
2022/09/01 00:09,1,804A202E0,1,804A202E0,993898.39,US Dollar,993898.39,US Dollar,Reinvestment,0
2022/09/01 00:25,18679,80A06ECA0,1,804A202E0,1.51,US Dollar,1.51,US Dollar,Credit Card,0
2022/09/01 00:13,2824,803C63F30,2824,803C63F30,14660.49,US Dollar,14660.49,US Dollar,Reinvestment,0
2022/09/01 00:16,2824,803C63F30,2824,803C63F30,13.17,US Dollar,13.17,US Dollar,Reinvestment,0
2022/09/01 00:16,2824,803C63F30,2824,803C63F30,13.17,US Dollar,13.17,US Dollar,Reinvestment,0
2022/09/01 00:27,18902,803F00790,18902,803F00790,4588298.53,US Dollar,4588298.53,US Dollar,Reinvestment,0
2022/09/01 00:12,310695,803F093D0,18902,803F00790,99.72,US Dollar,99.72,US Dollar,Wire,0
2022/09/01 00:00,1241,8057D3D60,1467,8057F2870,4002.0,US Dollar,4002.0,US Dollar,ACH,0
2022/09/01 00:09,1467,8057F2870,228634,80CBC5D00,9.06,US Dollar,9.06,US Dollar,Credit Card,0
2022/09/01 00:17,1047,805207F60,1047,805207F60,9179.08,US Dollar,9179.08,US Dollar,Reinvestment,0
2022/09/01 00:00,22736,8051CA600,22736,8051CA600,16.97,US Dollar,16.97,US Dollar,Reinvestment,0
2022/09/01 00:23,6803,80553F3F0,6803,80553F3F0,128315.09,US Dollar,128315.09,US Dollar,Reinvestment,0
2022/09/01 00:04,28693,803C64840,28693,803C64840,27800.6,US Dollar,27800.6,US Dollar,Reinvestment,0
2022/09/01 00:29,36618,802CE3BB0,36618,802CE3BB0,639.45,US Dollar,639.45,US Dollar,Reinvestment,0
2022/09/01 00:09,39583,8055B6DB0,39583,8055B6DB0,150.79,US Dollar,150.79,US Dollar,Reinvestment,0
2022/09/01 00:18,2824,804009230,2824,804009230,73620.97,US Dollar,73620.97,US Dollar,Reinvestment,0
2022/09/01 00:10,16333,804EC78E0,16333,804EC78E0,1830.09,US Dollar,1830.09,US Dollar,Reinvestment,0
2022/09/01 00:16,8771,8052CF840,8771,8052CF840,36983.14,US Dollar,36983.14,US Dollar,Reinvestment,0
2022/09/01 00:22,1588,8016045A0,8771,8052CF840,2838.46,US Dollar,2838.46,US Dollar,Cheque,0
2022/09/01 00:19,1588,8016045A0,8771,8052CF840,3158.25,US Dollar,3158.25,US Dollar,Credit Card,0
2022/09/01 00:21,6129,803D443F0,6129,803D443F0,14.97,US Dollar,14.97,US Dollar,Reinvestment,0
2022/09/01 00:17,1665,804E1F050,1665,804E1F050,30458.69,US Dollar,30458.69,US Dollar,Reinvestment,0
2022/09/01 00:27,1665,804E1F050,1665,804E1F050,16.36,US Dollar,16.36,US Dollar,Reinvestment,0
2022/09/01 00:27,1665,804E1F050,1665,804E1F050,16.36,US Dollar,16.36,US Dollar,Reinvestment,0
2022/09/01 00:02,1665,804E1F050,12381,806A05090,33802.24,US Dollar,33802.24,US Dollar,Cheque,0
2022/09/01 00:09,1665,804E1F050,12381,806A05090,21556.48,US Dollar,21556.48,US Dollar,Credit Card,0
2022/09/01 00:20,1665,804E1F050,12381,806A05090,2670.44,US Dollar,2670.44,US Dollar,ACH,0
2022/09/01 00:19,3679,803E2FFE0,3679,803E2FFE0,14689.97,US Dollar,14689.97,US Dollar,Reinvestment,0
2022/09/01 00:18,214609,8059319E0,214609,8059319E0,1921.47,US Dollar,1921.47,US Dollar,Reinvestment,0
2022/09/01 00:19,5627,802883840,5627,802883840,154.29,US Dollar,1033.35,Yuan,ACH,0
2022/09/01 00:19,5627,802883840,10344,804EE3E60,154.29,US Dollar,154.29,US Dollar,Cheque,0
2022/09/01 00:09,5627,802883840,5627,802883840,571.99,US Dollar,3830.97,Yuan,ACH,0
2022/09/01 00:09,5627,802883840,5627,802883840,571.99,US Dollar,3830.97,Yuan,ACH,0
2022/09/01 00:09,5627,802883840,10344,804EE3E60,571.99,US Dollar,571.99,US Dollar,Credit Card,0
2022/09/01 00:27,5627,802883840,20,80307A060,630737.66,Yuan,630737.66,Yuan,Cheque,0
2022/09/01 00:08,5627,802883840,20,80307A060,158209.38,Yuan,158209.38,Yuan,Credit Card,0
2022/09/01 00:22,5627,802883840,20,80307A060,97777.79,Yuan,97777.79,Yuan,ACH,0
2022/09/01 00:18,5627,802883840,20,80307A060,116691.09,Yuan,116691.09,Yuan,Wire,0
2022/09/01 00:01,29685,8056EE7D0,29685,8056EE7D0,17377.45,US Dollar,17377.45,US Dollar,Reinvestment,0
2022/09/01 00:25,23833,804D1AF10,23833,804D1AF10,549142.64,US Dollar,549142.64,US Dollar,Reinvestment,0
2022/09/01 00:02,1047,800B76BE0,17327,804E75EB0,7671.64,US Dollar,7671.64,US Dollar,Cheque,0
2022/09/01 00:03,1047,800B76BE0,17327,804E75EB0,16225.43,US Dollar,16225.43,US Dollar,Credit Card,0
2022/09/01 00:03,1047,800B76BE0,17327,804E75EB0,16225.43,US Dollar,16225.43,US Dollar,Credit Card,0
2022/09/01 00:20,14099,80498CC50,14099,80498CC50,14255392.56,US Dollar,14255392.56,US Dollar,Reinvestment,0
2022/09/01 00:07,14099,80498CC50,14099,80498CC50,5.23,US Dollar,5.23,US Dollar,Reinvestment,0
2022/09/01 00:07,14099,80498CC50,14099,80498CC50,5.23,US Dollar,5.23,US Dollar,Reinvestment,0
2022/09/01 00:08,21258,804AB2940,21258,804AB2940,386431.09,US Dollar,386431.09,US Dollar,Reinvestment,0
2022/09/01 00:27,14549,804ED10D0,14549,804ED10D0,138.72,US Dollar,138.72,US Dollar,Reinvestment,0
2022/09/01 00:18,21550,803C8E2D0,21550,803C8E2D0,3705881.55,US Dollar,3705881.55,US Dollar,Reinvestment,0
